PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Child,Fare_per_Age,Title,PricePerPax
215,0,3,"Kiernan, Mr. Philip",male,28.0,1,0,367229,7.75,Q,False,0.2767857142857143,Mr,3.875
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,C,False,3.6540322580645164,Miss,56.6375
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,S,False,0.2935185185185185,Miss,7.925
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,S,False,0.6428571428571429,Mr,13.5
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,C,False,2.384115625,Miss,76.2917
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,S,False,0.35,Mr,10.5
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,S,False,0.503125,Mr,8.05
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,S,False,0.48148148148148145,Mr,13.0
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,S,False,0.15784313725490198,Mr,8.05
224,0,3,"Nenkoff, Mr. Christo",male,28.0,0,0,349234,7.8958,S,False,0.28199285714285716,Mr,7.8958
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,S,False,2.3684210526315788,Mr,45.0
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,S,False,0.425,Mr,9.35
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,S,False,0.5526315789473685,Mr,10.5
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,S,False,0.35365853658536583,Mr,7.25
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,S,False,0.7222222222222222,Mr,13.0
230,0,3,"Lefebre, Miss. Mathilde",female,28.0,3,1,4133,25.4667,S,False,0.909525,Miss,5.0933399999999995
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,S,False,2.385,Mrs,41.7375
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,S,False,0.2681034482758621,Mr,7.775
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,S,False,0.2288135593220339,Mr,13.5
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,S,True,6.2775,Miss,4.483928571428572
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,S,False,0.4375,Mr,10.5
236,0,3,"Harknett, Miss. Alice Phoebe",female,28.0,0,0,W./C. 6609,7.55,S,False,0.26964285714285713,Miss,7.55
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,S,False,0.5909090909090909,Mr,13.0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,S,True,3.28125,Miss,8.75
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,S,False,0.5526315789473685,Mr,10.5
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,S,False,0.371969696969697,Mr,12.275
241,0,3,"Zabour, Miss. Thamine",female,28.0,1,0,2665,14.4542,C,False,0.5162214285714286,Miss,7.2271
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,28.0,1,0,367230,15.5,Q,False,0.5535714285714286,Miss,7.75
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,S,False,0.3620689655172414,Mr,10.5
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,S,False,0.32386363636363635,Mr,7.125
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,C,False,0.24083333333333332,Mr,7.225
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,Q,False,2.0454545454545454,Dr,30.0
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,S,False,0.311,Miss,7.775
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,S,False,0.6041666666666666,Mrs,4.833333333333333
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,S,False,1.4203837837837838,Mr,17.518066666666666
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,S,False,0.48148148148148145,Rev,13.0
251,0,3,"Reed, Mr. James George",male,28.0,0,0,362316,7.25,S,False,0.25892857142857145,Mr,7.25
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,S,False,0.3607758620689655,Mrs,3.4875000000000003
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,S,False,0.4282258064516129,Mr,26.55
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,S,False,0.5366666666666667,Mr,8.05
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,S,False,0.4929878048780487,Mrs,6.7375
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,C,False,0.5257172413793103,Mrs,5.081933333333333
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,28.0,0,0,PC 17585,79.2,C,False,2.8285714285714287,Mrs,79.2
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,S,False,2.8833333333333333,Miss,86.5
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,C,False,14.637977142857144,Miss,512.3292
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,S,False,0.52,Mrs,13.0
261,0,3,"Smith, Mr. Thomas",male,28.0,0,0,384461,7.75,Q,False,0.2767857142857143,Mr,7.75
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,S,True,10.4625,Master,4.483928571428572
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,S,False,1.5317307692307693,Mr,26.55
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,S,False,0.0,Mr,0.0
265,0,3,"Henry, Miss. Delia",female,28.0,0,0,382649,7.75,Q,False,0.2767857142857143,Miss,7.75
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,S,False,0.2916666666666667,Mr,10.5
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,S,False,2.48046875,Mr,6.614583333333333
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,S,False,0.311,Mr,3.8875
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,S,False,2.6459051724137934,Mrs,76.73125
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,S,False,3.875237142857143,Miss,135.6333
271,0,1,"Cairns, Mr. Alexander",male,28.0,0,0,113798,31.0,S,False,1.1071428571428572,Mr,31.0
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,S,False,0.0,Mr,0.0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,S,False,0.47560975609756095,Mrs,9.75
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C,False,0.8027027027027027,Mr,14.85
275,1,3,"Healy, Miss. Hanora ""Nora""",female,28.0,0,0,370375,7.75,Q,False,0.2767857142857143,Miss,7.75
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,S,False,1.2374333333333332,Miss,38.97915
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,S,False,0.17222222222222222,Miss,7.75
278,0,2,"Parkes, Mr. Francis ""Frank""",male,28.0,0,0,239853,0.0,S,False,0.0,Mr,0.0
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Q,True,4.160714285714286,Master,4.854166666666667
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,S,False,0.5785714285714286,Mrs,6.75
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Q,False,0.11923076923076924,Mr,7.75
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,S,False,0.28050714285714284,Mr,7.8542
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,S,False,0.59375,Mr,9.5
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,S,False,0.42368421052631583,Mr,8.05
285,0,1,"Smith, Mr. Richard William",male,28.0,0,0,113056,26.0,S,False,0.9285714285714286,Mr,26.0
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,C,False,0.2625,Mr,8.6625
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,S,False,0.31666666666666665,Mr,9.5
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,S,False,0.3589,Mr,7.8958
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,S,False,0.30952380952380953,Mr,13.0
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Q,False,0.3522727272727273,Miss,7.75
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,S,False,3.0326923076923076,Miss,78.85
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,C,False,4.7936421052631575,Mrs,45.5396
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,C,False,0.3576388888888889,Mr,12.875
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,S,False,0.36874999999999997,Miss,8.85
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,S,False,0.3289916666666667,Mr,7.8958
296,0,1,"Lewy, Mr. Ervin G",male,28.0,0,0,PC 17612,27.7208,C,False,0.9900285714285715,Mr,27.7208
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,C,False,0.3076255319148936,Mr,7.2292
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,S,True,75.775,Miss,37.8875
299,1,1,"Saalfeld, Mr. Adolphe",male,28.0,0,0,19988,30.5,S,False,1.0892857142857142,Mr,30.5
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,C,False,4.950416000000001,Mrs,123.7604
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,28.0,0,0,9234,7.75,Q,False,0.2767857142857143,Miss,7.75
302,1,3,"McCoy, Mr. Bernard",male,28.0,2,0,367226,23.25,Q,False,0.8303571428571429,Mr,7.75
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,S,False,0.0,Mr,0.0
304,1,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,Q,False,0.44107142857142856,Miss,12.35
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,28.0,0,0,A/5 2466,8.05,S,False,0.28750000000000003,Mr,8.05
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,S,True,164.72826086956522,Master,37.8875
307,1,1,"Fleming, Miss. Margaret",female,28.0,0,0,17421,110.8833,C,False,3.9601178571428575,Miss,110.8833
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C,False,6.405882352941177,Mrs,54.45
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,C,False,0.8,Mr,12.0
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,C,False,1.89764,Miss,56.9292
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C,False,3.4649291666666664,Miss,83.1583
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,C,False,14.57638888888889,Miss,52.475
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,S,False,1.0,Mrs,8.666666666666666
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,S,False,0.28199285714285716,Mr,7.8958
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,S,False,0.6104651162790697,Mr,8.75
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,S,False,0.3020846153846154,Miss,7.8542
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,S,False,1.0833333333333333,Mrs,13.0
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,S,False,0.25925925925925924,Dr,14.0
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,S,False,5.31828064516129,Miss,54.95556666666667
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,C,False,3.3625,Mrs,44.833333333333336
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,S,False,0.32954545454545453,Mr,7.25
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,S,False,0.29243703703703705,Mr,7.8958
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Q,False,0.4116666666666667,Miss,12.35
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,S,False,1.3181818181818181,Mrs,9.666666666666666
325,0,3,"Sage, Mr. George John Jr",male,28.0,8,2,CA. 2343,69.55,S,False,2.4839285714285713,Mr,6.322727272727272
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C,False,3.7675916666666662,Miss,135.6333
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,S,False,0.10225409836065573,Mr,6.2375
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,S,False,0.3611111111111111,Mrs,13.0
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,S,False,0.6620967741935483,Mrs,6.841666666666666
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,C,False,3.6237,Miss,28.9896
331,1,3,"McCoy, Miss. Agnes",female,28.0,2,0,367226,23.25,Q,False,0.8303571428571429,Miss,7.75
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,S,False,0.6263736263736264,Mr,28.5
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,S,False,4.0384868421052635,Mr,76.73125
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,S,False,1.125,Mr,6.0
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,28.0,1,0,PC 17611,133.65,S,False,4.773214285714286,Mrs,66.825
336,0,3,"Denkoff, Mr. Mitto",male,28.0,0,0,349225,7.8958,S,False,0.28199285714285716,Mr,7.8958
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,S,False,2.296551724137931,Mr,33.3
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,C,False,3.2804878048780486,Miss,134.5
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,S,False,0.1788888888888889,Mr,8.05
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,S,False,0.7888888888888889,Mr,35.5
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,S,True,13.0,Master,8.666666666666666
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,S,False,10.958333333333334,Miss,43.833333333333336
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,S,False,0.4642857142857143,Mr,13.0
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,S,False,0.52,Mr,13.0
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,S,False,0.3611111111111111,Mr,13.0
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,S,False,0.5416666666666666,Miss,13.0
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,S,False,0.325,Miss,13.0
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,28.0,1,0,386525,16.1,S,False,0.5750000000000001,Mrs,8.05
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,S,True,5.3,Master,5.3
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,S,False,0.20625,Mr,8.6625
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,S,False,0.4010869565217391,Mr,9.225
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,28.0,0,0,113510,35.0,S,False,1.25,Mr,35.0
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,C,True,0.48194666666666663,Mr,2.409733333333333
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,S,False,0.7120000000000001,Mr,8.9
355,0,3,"Yousif, Mr. Wazli",male,28.0,0,0,2647,7.225,C,False,0.25803571428571426,Mr,7.225
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,S,False,0.3392857142857143,Mr,9.5
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,S,False,2.5,Miss,27.5
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,S,False,0.34210526315789475,Miss,13.0
359,1,3,"McGovern, Miss. Mary",female,28.0,0,0,330931,7.8792,Q,False,0.2814,Miss,7.8792
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,Q,False,0.2814,Miss,7.8792
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,S,False,0.6975,Mr,4.6499999999999995
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,C,False,0.9558896551724139,Mr,13.8604
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,C,False,0.32120444444444446,Mrs,7.2271
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,False,0.20142857142857143,Mr,7.05
365,0,3,"O'Brien, Mr. Thomas",male,28.0,1,0,370365,15.5,Q,False,0.5535714285714286,Mr,7.75
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,S,False,0.24166666666666667,Mr,7.25
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,C,False,1.2541666666666667,Mrs,37.625
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,28.0,0,0,2626,7.2292,C,False,0.2581857142857143,Mrs,7.2292
369,1,3,"Jermyn, Miss. Annie",female,28.0,0,0,14313,7.75,Q,False,0.2767857142857143,Miss,7.75
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,C,False,2.8874999999999997,Mme,69.3
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,C,False,2.2176679999999998,Mr,27.72085
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,S,False,0.3608777777777778,Mr,3.2479
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,S,False,0.42368421052631583,Mr,8.05
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,C,False,6.16515,Mr,135.6333
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,S,True,7.0249999999999995,Miss,4.215
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,28.0,1,0,PC 17604,82.1708,C,False,2.9346714285714284,Mrs,41.0854
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,S,False,0.32954545454545453,Miss,7.25
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C,False,7.833333333333333,Mr,70.5
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,C,False,0.200625,Mr,4.0125
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,S,False,0.40921052631578947,Mr,7.775
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,C,False,5.417261904761905,Miss,227.525
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,C,True,15.7417,Miss,5.247233333333333
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,S,False,0.24765625,Mr,7.925
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,S,False,1.4857142857142858,Mrs,26.0
385,0,3,"Plotcharsky, Mr. Vasil",male,28.0,0,0,349227,7.8958,S,False,0.28199285714285716,Mr,7.8958
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,S,False,4.083333333333333,Mr,73.5
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,S,True,46.9,Master,5.8625
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,S,False,0.3611111111111111,Miss,13.0
389,0,3,"Sadlier, Mr. Matthew",male,28.0,0,0,367655,7.7292,Q,False,0.27604285714285715,Mr,7.7292
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,C,False,0.7058823529411765,Miss,12.0
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,S,False,3.3333333333333335,Mr,30.0
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,S,False,0.3712285714285714,Mr,7.7958
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,S,False,0.2830357142857143,Mr,2.6416666666666666
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,C,False,4.925,Miss,56.6375
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,S,False,0.6958333333333333,Mrs,5.566666666666666
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,S,False,0.3543545454545454,Mr,7.7958
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,S,False,0.25336129032258065,Miss,7.8542
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,S,False,0.5652173913043478,Mr,26.0
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,S,False,0.45652173913043476,Dr,10.5
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,S,False,0.4517857142857143,Mrs,12.65
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,S,False,0.2032051282051282,Mr,7.925
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,S,False,0.3096153846153846,Mr,8.05
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,S,False,0.4678571428571428,Miss,4.9125
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,S,False,0.5660714285714286,Mr,7.925
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,S,False,0.433125,Miss,8.6625
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,S,False,0.6176470588235294,Mr,10.5
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,False,0.15196078431372548,Mr,7.75
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,S,True,6.25,Master,6.25
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,S,False,0.37023809523809526,Mr,7.775
410,0,3,"Lefebre, Miss. Ida",female,28.0,3,1,4133,25.4667,S,False,0.909525,Miss,5.0933399999999995
411,0,3,"Sdycoff, Mr. Todor",male,28.0,0,0,349222,7.8958,S,False,0.28199285714285716,Mr,7.8958
412,0,3,"Hart, Mr. Henry",male,28.0,0,0,394140,6.8583,Q,False,0.24493928571428572,Mr,6.8583
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,Q,False,2.727272727272727,Miss,45.0
414,0,2,"Cunningham, Mr. Alfred Fleming",male,28.0,0,0,239853,0.0,S,False,0.0,Mr,0.0
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,S,False,0.18011363636363636,Mr,7.925
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,28.0,0,0,343095,8.05,S,False,0.28750000000000003,Mrs,8.05
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,S,False,0.9558823529411765,Mrs,10.833333333333334
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,S,False,0.7222222222222222,Miss,4.333333333333333
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,S,False,0.43333333333333335,Mr,13.0
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,S,True,2.415,Miss,8.049999999999999
421,0,3,"Gheorgheff, Mr. Stanio",male,28.0,0,0,349254,7.8958,C,False,0.28199285714285716,Mr,7.8958
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Q,False,0.36825238095238094,Mr,7.7333
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,False,0.27155172413793105,Mr,7.875
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,S,False,0.5142857142857143,Mrs,4.8
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,S,False,1.1229166666666666,Mr,6.7375
426,0,3,"Wiseman, Mr. Phillippe",male,28.0,0,0,A/4. 34244,7.25,S,False,0.25892857142857145,Mr,7.25
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,S,False,0.9285714285714286,Mrs,13.0
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,False,1.368421052631579,Miss,26.0
429,0,3,"Flynn, Mr. James",male,28.0,0,0,364851,7.75,Q,False,0.2767857142857143,Mr,7.75
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,False,0.2515625,Mr,8.05
